identifier,name_infered_activity,family,genus,species,evolutionary_order,cystein_group,major_group,zhang_subfamily,zhang_toxinType,zhang_conformation,ritu_class,activity,receptor,groups,representative
TR|M9T2J4|Azemiops feae,,Viperidae,Azemiops,Azemiops feae,6.0,Weird,3FTx,,,,,,,,
NCBI|VIPTR_OL439441.1_1_264|Vipera transcaucasiana,,Viperidae,Vipera,Vipera transcaucasiana,,,,,,,,,,,
None|Dacu_scaffold2000_gene_1_mRNA_1|Deinagkistrodon acutus,,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,,,,,,,,,,,
NCBI|PSEUR_OL439402.1_1_264|Pseudocerastes urarachnoides,,Viperidae,Pseudocerastes,Pseudocerastes urarachnoides,,,,,,,,,,,
TR|A0A1W7RBC9|Crotalus adamanteus,,Viperidae,Crotalus,Crotalus adamanteus,3.0,Basal,3FTx,,,,,,,,
NCBI|CROSC_GGIP01000025.1_1_252|Crotalus scutulatus,,Viperidae,Crotalus,Crotalus scutulatus,,,,,,,,,,,
TR|U3T794|Protobothrops flavoviridis,,Viperidae,Protobothrops,Protobothrops flavoviridis,6.0,Weird,3FTx,,,,,,,,
NCBI|Protobothrops_mucrosquamatus_XP_015678608|Protobothrops mucrosquamatus,,Viperidae,Protobothrops,Protobothrops mucrosquamatus,1.0,snake genomic,snake genomic,,,,,,,,
SP|A5X2W8|Sistrurus catenatus edwardsii,3FTx,Viperidae,Sistrurus,Sistrurus catenatus edwardsii,3.0,Basal,3FTx,,,,,,,,
TR|A0A1W7RBD9|Crotalus adamanteus,,Viperidae,Crotalus,Crotalus adamanteus,3.0,Basal,3FTx,,,,,,,,
NCBI|CROTI_XM_039332037.1_103_360|Crotalus tigris,,Viperidae,Crotalus,Crotalus tigris,,,,,,,,,,,
SP|A6MFK6|Demansia vestigiata,Short neurotoxin,Elapidae,Demansia,Demansia vestigiata,4.0,Short-chain,3FTx,,,,,,,,
NCBI|PROMU_XM_015823117.1_32_274|Protobothrops mucrosquamatus,,Viperidae,Protobothrops,Protobothrops mucrosquamatus,,,,,,,,,,,
None|Prmu_4|Protobothrops mucrosquamatus,,Viperidae,Protobothrops,Protobothrops mucrosquamatus,3.0,snake genomic,snake genomic,,,,,,,,
TR|A0A098LWV3|Opheodrys aestivus,,Colubridae,Opheodrys,Opheodrys aestivus,,,,,,,,,,,
TR|D5J9Q0|Bungarus flaviceps,,Elapidae,Bungarus,Bungarus flaviceps,3.0,Basal,3FTx,,,,,,,,
TR|D5J9P8|Bungarus flaviceps,,Elapidae,Bungarus,Bungarus flaviceps,3.0,Basal,3FTx,,,,,,,,
TR|A5X2W9|Sistrurus catenatus edwardsii,,Viperidae,Sistrurus,Sistrurus catenatus edwardsii,3.0,Basal,3FTx,,,,,,,,
NCBI|HELLE_OL366262.1_1_258|Helicops leopardinus,,Dipsadidae,Helicops,Helicops leopardinus,,,,,,,,,,,
TR|A0A098LWU4|Opheodrys aestivus,,Colubridae,Opheodrys,Opheodrys aestivus,,,,,,,,,,,
NCBI|HELLE_OL366259.1_1_249|Helicops leopardinus,,Dipsadidae,Helicops,Helicops leopardinus,,,,,,,,,,,
TR|A7X3P2|Erythrolamprus poecilogyrus,,Dipsadidae,Erythrolamprus,Erythrolamprus poecilogyrus,6.0,Weird,3FTx,,,,,,,,
TR|A7X3P8|Erythrolamprus poecilogyrus,,Dipsadidae,Erythrolamprus,Erythrolamprus poecilogyrus,6.0,Weird,3FTx,,,,,,,,
TR|A7X3Q9|Trimorphodon biscutatus,,Colubridae,Trimorphodon,Trimorphodon biscutatus,3.0,Basal,3FTx,,,,,,,,
NCBI|HELLE_OL366261.1_1_246|Helicops leopardinus,,Dipsadidae,Helicops,Helicops leopardinus,,,,,,,,,,,
SP|A7X6J0|Dispholidus typus,3FTx,Colubridae,Dispholidus,Dispholidus typus,6.0,Weird,3FTx,,,,,,,,
TR|A0A646QBR0|Thelotornis mossambicanus,,Colubridae,Thelotornis,Thelotornis mossambicanus,,,,,,,,,,,
TR|A0A646QDR7|Thelotornis mossambicanus,,Colubridae,Thelotornis,Thelotornis mossambicanus,,,,,,,,,,,
SP|Q9YGI0|Bungarus multicinctus,Short neurotoxin,Elapidae,Bungarus,Bungarus multicinctus,4.0,Short-chain,3FTx,,,,,,,,
SP|A7X4T2|Oxyuranus microlepidotus,3FTx,Elapidae,Oxyuranus,Oxyuranus microlepidotus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A6P9C8Z9|Pantherophis guttatus,,Colubridae,Pantherophis,Pantherophis guttatus,,,,,,,,,,,
TR|A0A098LYG6|Pantherophis guttatus,,Colubridae,Pantherophis,Pantherophis guttatus,,,,,,,,,,,
NCBI|HELLE_OL366263.1_1_237|Helicops leopardinus,,Dipsadidae,Helicops,Helicops leopardinus,,,,,,,,,,,
TR|A0A098LYB1|Opheodrys aestivus,,Colubridae,Opheodrys,Opheodrys aestivus,,,,,,,,,,,
TR|A0A6P9C806|Pantherophis guttatus,,Colubridae,Pantherophis,Pantherophis guttatus,,,,,,,,,,,
TR|A0A098LY55|Python regius,,Pythonidae,Python,Python regius,3.0,Basal,3FTx,,,,,,,,
NCBI|Boiga_trigonata_GGUG01000004|Boiga trigonata,,Colubridae,Boiga,Boiga trigonata,6.0,Weird,3FTx,,,,,,,,
NCBI|HELLE_OL366257.1_1_237|Helicops leopardinus,,Dipsadidae,Helicops,Helicops leopardinus,,,,,,,,,,,
TR|A0A182C5S7|Phalotris mertensi,,Dipsadidae,Phalotris,Phalotris mertensi,6.0,Weird,3FTx,,,,,,,,
TR|A0A098M253|Hypsiglena sp. JMG-2014,,Dipsadidae,Hypsiglena,Hypsiglena sp. JMG-2014,6.0,Weird,3FTx,,,,,,,,
NCBI|HETNA_OL366266.1_1_249|Heterodon nasicus,,Dipsadidae,Heterodon,Heterodon nasicus,,,,,,,,,,,
NCBI|HELLE_OL366260.1_1_243|Helicops leopardinus,,Dipsadidae,Helicops,Helicops leopardinus,,,,,,,,,,,
TR|A0A182C5Y1|Phalotris mertensi,,Dipsadidae,Phalotris,Phalotris mertensi,6.0,Weird,3FTx,,,,,,,,
TR|A0A098LYI5|Pantherophis guttatus,,Colubridae,Pantherophis,Pantherophis guttatus,,,,,,,,,,,
NCBI|HELLE_OL366256.1_49_246|Helicops leopardinus,,Dipsadidae,Helicops,Helicops leopardinus,,,,,,,,,,,
SP|Q9YGH9|Bungarus multicinctus,Long neurotoxin,Elapidae,Bungarus,Bungarus multicinctus,3.0,Basal,3FTx,,,,,,,,
SP|A7X3R6|Leioheterodon madagascariensis,3FTx,Lamprophiidae,Leioheterodon,Leioheterodon madagascariensis,3.0,Basal,3FTx,,,,,,,,
TR|A0A098LY61|Python regius,,Pythonidae,Python,Python regius,3.0,Basal,3FTx,,,,,,,,
TR|A0A898IPF7|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9W717|Naja atra,Neurotoxin,Elapidae,Naja,Naja atra,,,,,,,,,,,
SP|Q9W729|Bungarus multicinctus,Kappa,Elapidae,Bungarus,Bungarus multicinctus,5.0,Long-chain,3FTx,,,,,,,,
SP|P15817|Bungarus multicinctus,Kappa,Elapidae,Bungarus,Bungarus multicinctus,5.0,Long-chain,3FTx,,,,,,,,
SP|Q5UFR8|Hydrophis peronii,Short neurotoxin,Hydrophiidae,Hydrophis,Hydrophis peronii,4.0,Short-chain,3FTx,,,,,,,,
SP|Q2VBP0|Ophiophagus hannah,Short neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,,,,,,,,
SP|Q2VBP2|Ophiophagus hannah,Short neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,,,,,,,,
SP|Q2VBN9|Ophiophagus hannah,Short neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IN21|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898INK0|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,,,,,,,,,,,
TR|A0A898IPK7|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|R4FIQ0|Hoplocephalus bungaroides,,Elapidae,Hoplocephalus,Hoplocephalus bungaroides,,,,,,,,,,,
SP|Q91135|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
NCBI|Boiga_trigonata_GGUG01000002|Boiga trigonata,,Colubridae,Boiga,Boiga trigonata,3.0,Basal,3FTx,,,,,,,,
NCBI|Boiga_trigonata_GGUG01000001|Boiga trigonata,,Colubridae,Boiga,Boiga trigonata,3.0,Basal,3FTx,,,,,,,,
NCBI|BOITR_GGUG01000007.1_1_330|Boiga trigonata,,Colubridae,Boiga,Boiga trigonata,,,,,,,,,,,
NCBI|Boiga_trigonata_GGUG01000007|Boiga trigonata,,Colubridae,Boiga,Boiga trigonata,3.0,Basal,3FTx,,,,,,,,
TR|R4G2G9|Furina ornata,,Elapidae,Furina,Furina ornata,,,,,,,,,,,
TR|R4G7F3|Brachyurophis roperi,,Elapidae,Brachyurophis,Brachyurophis roperi,,,,,,,,,,,
SP|Q9W727|Bungarus multicinctus,Muscarinic,Elapidae,Bungarus,Bungarus multicinctus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IL68|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IKZ4|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
SP|P18329|Dendroaspis angusticeps,3FTx,Elapidae,Dendroaspis,Dendroaspis angusticeps,4.0,Short-chain,3FTx,,,,,,,,
SP|P01404|Dendroaspis angusticeps,3FTx,Elapidae,Dendroaspis,Dendroaspis angusticeps,4.0,Short-chain,3FTx,,,,,,,,
SP|P0DKR6|Dendroaspis polylepis polylepis,Mambalgin,Elapidae,Dendroaspis,Dendroaspis polylepis polylepis,4.0,Short-chain,3FTx,,,,,Allosteric modulator,Acid-sensing ion channel (ASIC),2.0,True
TR|F5CPE5|Micrurus altirostris,,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,,,,,,,,
SP|O57326|Naja sputatrix,Alpha-neurotoxin,Elapidae,Naja,Naja sputatrix,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9YGJ6|Naja sputatrix,Alpha-neurotoxin,Elapidae,Naja,Naja sputatrix,4.0,Short-chain,3FTx,,,,,,,,
SP|O57327|Naja sputatrix,Alpha-neurotoxin,Elapidae,Naja,Naja sputatrix,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9YGJ5|Naja sputatrix,Alpha-neurotoxin,Elapidae,Naja,Naja sputatrix,4.0,Short-chain,3FTx,,,,,,,,
None|Nana_c3_dn_1|Naja naja,,Elapidae,Naja,Naja naja,4.0,snake genomic,snake genomic,,,,,,,,
None|Nana_c3_dn_4|Naja naja,,Elapidae,Naja,Naja naja,4.0,snake genomic,snake genomic,,,,,,,,
SP|P80958|Naja atra,Cobrotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,,,
SP|P60770|Naja atra,Cobrotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,,,,,,Nicotinic ACh receptor (nAChR),4.0,False
SP|P60771|Naja kaouthia,Cobrotoxin,Elapidae,Naja,Naja kaouthia,,,,,,,,,,,
None|Nana_c3_dn_3|Naja naja,,Elapidae,Naja,Naja naja,3.0,snake genomic,snake genomic,,,,,,,,
None|Cvir_PDHV02000066_1_88429_90401|Crotalus viridis,,Viperidae,Crotalus,Crotalus viridis,,,,,,,,,,,
NCBI|CROTI_XM_039332036.1_300_557|Crotalus tigris,,Viperidae,Crotalus,Crotalus tigris,,,,,,,,,,,
TR|R4G2S0|Cacophis squamulosus,,Elapidae,Cacophis,Cacophis squamulosus,,,,,,,,,,,
TR|R4FIB4|Cacophis squamulosus,,Elapidae,Cacophis,Cacophis squamulosus,,,,,,,,,,,
None|Bmul_scaffold6_G00174_t1|Bungarus multicinctus,,Elapidae,Bungarus,Bungarus multicinctus,,,3FTX,Orphan II,neurotoxin,non-conventional,,,,,
TR|B2BRR2|Austrelaps labialis,,Elapidae,Austrelaps,Austrelaps labialis,,,,,,,class1a,,,,
TR|A0A898INL5|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,,,,,,,,,,,
None|Nana_c3_dn_12|Naja naja,,Elapidae,Naja,Naja naja,4.0,snake genomic,snake genomic,,,,,,,,
SP|O42257|Naja sputatrix,Long neurotoxin,Elapidae,Naja,Naja sputatrix,5.0,Long-chain,3FTx,,,,class2c,,,,
SP|O93472|Naja sputatrix,Cytotoxin,Elapidae,Naja,Naja sputatrix,6.0,Weird,3FTx,,,,,,,,
SP|C1IC49|Walterinnesia aegyptia,3FTx,Elapidae,Walterinnesia,Walterinnesia aegyptia,3.0,Basal,3FTx,,,,,,,,
TR|H8PG61|Parasuta nigriceps,,Elapidae,Parasuta,Parasuta nigriceps,,,,,,,,,,,
TR|H8PG65|Parasuta nigriceps,,Elapidae,Parasuta,Parasuta nigriceps,,,,,,,,,,,
TR|R4G2K1|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,,,,,
TR|R4G330|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,,,,,
TR|R4FIW8|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,,,,,
TR|R4G2K2|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,,,,,
TR|R4G2J9|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,,,,,
TR|R4FIV9|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,,,,,
SP|Q9W7K2|Pseudonaja textilis,Short neurotoxin,Elapidae,Pseudonaja,Pseudonaja textilis,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9W7J9|Pseudonaja textilis,Short neurotoxin,Elapidae,Pseudonaja,Pseudonaja textilis,6.0,Weird,3FTx,,,,,,,,
SP|A8HDK1|Pseudonaja textilis,Short neurotoxin,Elapidae,Pseudonaja,Pseudonaja textilis,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9W7K1|Pseudonaja textilis,Short neurotoxin,Elapidae,Pseudonaja,Pseudonaja textilis,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9W7K0|Pseudonaja textilis,Short neurotoxin,Elapidae,Pseudonaja,Pseudonaja textilis,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9W7J6|Pseudonaja textilis,Short neurotoxin,Elapidae,Pseudonaja,Pseudonaja textilis,4.0,Short-chain,3FTx,,,,,,,,
SP|Q9W7J7|Pseudonaja textilis,Short neurotoxin,Elapidae,Pseudonaja,Pseudonaja textilis,4.0,Short-chain,3FTx,,,,,,,,
TR|R4G2K6|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,,,,,
TR|R4G326|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,,,,,
TR|R4FKC0|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,,,,,
TR|R4G7K5|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,,,,,
SP|Q8AY53|Bungarus candidus,Candiduxin,Elapidae,Bungarus,Bungarus candidus,4.0,Short-chain,3FTx,,,,,,,,
None|Bmul_scaffold7_G00810_t1|Bungarus multicinctus,,Elapidae,Bungarus,Bungarus multicinctus,,,3FTX,Orphan IX,,short chain,,,,,
SP|P79688|Bungarus multicinctus,Cardiotoxin,Elapidae,Bungarus,Bungarus multicinctus,4.0,Short-chain,3FTx,,,,,,,,
SP|Q800Y3|Bungarus multicinctus,Neurotoxin,Elapidae,Bungarus,Bungarus multicinctus,4.0,Short-chain,3FTx,,,,,,,,
SP|Q8AY52|Bungarus candidus,Candiduxin,Elapidae,Bungarus,Bungarus candidus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IL83|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
SP|P0C555|Bungarus fasciatus,Neurotoxin,Elapidae,Bungarus,Bungarus fasciatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0H4BEG5|Micrurus browni,,Elapidae,Micrurus,Micrurus browni,4.0,Short-chain,3FTx,,,,,,,,
SP|F8J2G5|Drysdalia coronoides,Short neurotoxin,Elapidae,Drysdalia,Drysdalia coronoides,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IKW1|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IMZ3|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
SP|Q4VRI0|Oxyuranus scutellatus scutellatus,,Elapidae,Oxyuranus,Oxyuranus scutellatus scutellatus,4.0,Short-chain,3FTx,,,,,,,,
SP|Q53B59|Ophiophagus hannah,Long neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,5.0,Long-chain,3FTx,,,,class2a,,,,
SP|P82662|Ophiophagus hannah,Alpha-elapitoxin,Elapidae,Ophiophagus,Ophiophagus hannah,5.0,Long-chain,3FTx,,,,class2a,,,,
SP|Q2VBP4|Ophiophagus hannah,Long neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,5.0,Long-chain,3FTx,,,,class2a,,,,
SP|A8HDK2|Oxyuranus scutellatus scutellatus,Short neurotoxin,Elapidae,Oxyuranus,Oxyuranus scutellatus scutellatus,4.0,Short-chain,3FTx,,,,,,,,
SP|A7X4S7|Oxyuranus microlepidotus,3FTx,Elapidae,Oxyuranus,Oxyuranus microlepidotus,4.0,Short-chain,3FTx,,,,,,,,
TR|F8QZ63|Drysdalia coronoides,,Elapidae,Drysdalia,Drysdalia coronoides,,,,,,,,,,,
SP|Q8AY51|Bungarus candidus,Weak toxin,Elapidae,Bungarus,Bungarus candidus,3.0,Basal,3FTx,,,,,,,,
SP|Q8AY50|Bungarus candidus,Weak toxin,Elapidae,Bungarus,Bungarus candidus,3.0,Basal,3FTx,,,,,,,,
None|Bmul_scaffold7_G00790_t1|Bungarus multicinctus,,Elapidae,Bungarus,Bungarus multicinctus,,,3FTX,Orphan II,neurotoxin,non-conventional,,,,,
None|Prmu_2|Protobothrops mucrosquamatus,,Viperidae,Protobothrops,Protobothrops mucrosquamatus,3.0,snake genomic,snake genomic,,,,,,,,
TR|A0A898IK81|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A194APH0|Micrurus tener,,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,,,,,,,,
TR|F8J2E0|Drysdalia coronoides,,Elapidae,Drysdalia,Drysdalia coronoides,,,,,,,class2a,,,,
TR|A0A898ILL6|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,,,,,,,,,,,
TR|A0A898IPN4|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,,,,,,,,,,,
SP|Q9PW19|Bungarus multicinctus,3FTx,Elapidae,Bungarus,Bungarus multicinctus,6.0,Weird,3FTx,Orphan XVII,neurotoxin,non-conventional,,,,,
SP|Q8JFX7|Bungarus multicinctus,Muscarinic,Elapidae,Bungarus,Bungarus multicinctus,6.0,Weird,3FTx,,,,,,,,
SP|Q9YGH0|Bungarus multicinctus,Cytotoxin,Elapidae,Bungarus,Bungarus multicinctus,6.0,Weird,3FTx,,,,,,,,
SP|Q9YGI8|Bungarus multicinctus,Short neurotoxin,Elapidae,Bungarus,Bungarus multicinctus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898ILU1|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
SP|F5CPE3|Micrurus altirostris,3FTx,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,,,,,,,,
TR|R4G2D9|Acanthophis wellsi,,Elapidae,Acanthophis,Acanthophis wellsi,,,,,,,class2c,,,,
TR|R4G7E8|Acanthophis wellsi,,Elapidae,Acanthophis,Acanthophis wellsi,,,,,,,class2c,,,,
SP|Q53B55|Ophiophagus hannah,Long neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,,,,,,,,,,,
TR|R4FJQ3|Echiopsis curta,,Hydrophiidae,Echiopsis,Echiopsis curta,,,,,,,,,,,
TR|A0A898IN63|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898INM0|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IN78|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898INL0|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IPI1|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,,,,,,,,,,,
TR|A0A898IN37|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IJX5|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IL04|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IN07|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IPN2|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IKP8|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IN02|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IN50|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,,,,,,,,,,,
TR|A0A898IL27|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IKR2|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IJZ2|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IPK1|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IPL1|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
SP|Q2VBN1|Ophiophagus hannah,Muscarinic,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,,,,,,,,
TR|R4G2P6|Acanthophis wellsi,,Elapidae,Acanthophis,Acanthophis wellsi,,,,,,,class1a,,,,
TR|A0A898IMW8|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,,,,,,,,,,,
TR|A0A898IJU7|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,,,,,,,,,,,
TR|A0A898IN20|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,,,,,,,,,,,
TR|A0A898IMX4|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,,,,,,,,,,,
TR|R4FI70|Acanthophis wellsi,,Elapidae,Acanthophis,Acanthophis wellsi,,,,,,,class2d,,,,
TR|R4G2D8|Acanthophis wellsi,,Elapidae,Acanthophis,Acanthophis wellsi,,,,,,,class3a,,,,
TR|A0A0H4BKJ5|Micrurus diastema,,Elapidae,Micrurus,Micrurus diastema,4.0,Short-chain,3FTx,,,,,,,,
SP|P58370|Micrurus corallinus,Alpha-neurotoxin,Elapidae,Micrurus,Micrurus corallinus,3.0,Basal,3FTx,,,,,,,,
TR|A0A898IL54|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,,,,,,,,,,,
TR|A0A898IK11|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,,,,,,,,,,,
TR|R4G2G6|Furina ornata,,Elapidae,Furina,Furina ornata,,,,,,,,,,,
SP|P14612|Pseudechis australis,Long neurotoxin,Elapidae,Pseudechis,Pseudechis australis,5.0,Long-chain,3FTx,,,,class1b,,,,
SP|C6JUP3|Micrurus corallinus,3FTx,Elapidae,Micrurus,Micrurus corallinus,4.0,Short-chain,3FTx,,,,,,,,
TR|C6JUP4|Micrurus corallinus,,Elapidae,Micrurus,Micrurus corallinus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A0H4BJD1|Micrurus laticollaris,,Elapidae,Micrurus,Micrurus laticollaris,4.0,Short-chain,3FTx,,,,,,,,
TR|R4G319|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,class1a,,,,
TR|R4FK75|Pseudonaja modesta,,Elapidae,Pseudonaja,Pseudonaja modesta,,,,,,,class1b,,,,
SP|Q2VBP3|Ophiophagus hannah,Long neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,5.0,Long-chain,3FTx,,,,,,,,
SP|Q2VBP6|Ophiophagus hannah,Long neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,5.0,Long-chain,3FTx,,,,,,,,
SP|Q53B57|Ophiophagus hannah,Long neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,5.0,Long-chain,3FTx,,,,class2c,,,,
TR|A0A898INM6|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,,,,,,,,
TR|A0A898IKT9|Calliophis bivirgatus,,Elapidae,Calliophis,Calliophis bivirgatus,,,,,,,,,,,
TR|D5J9Q3|Bungarus flaviceps,,Elapidae,Bungarus,Bungarus flaviceps,,,,,,,,,,,
None|Bmul_scaffold9_G00036_t1|Bungarus multicinctus,,Elapidae,Bungarus,Bungarus multicinctus,,,3FTX,Orphan XVII,neurotoxin,non-conventional,,,,,
SP|O93422|Naja atra,Long neurotoxin,Elapidae,Naja,Naja atra,3.0,Basal,3FTx,,,,,,,,
TR|R4G352|Vermicella annulata,,Elapidae,Vermicella,Vermicella annulata,,,,,,,,,,,
SP|B2BRQ5|Austrelaps labialis,Alpha-elapitoxin,Elapidae,Austrelaps,Austrelaps labialis,5.0,Long-chain,3FTx,,,,class2c,,,,
TR|F5CPD2|Micrurus altirostris,,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,,,,,,,,
SP|F5CPD9|Micrurus altirostris,3FTx,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,,,,,,,,
SP|F5CPD6|Micrurus altirostris,3FTx,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,,,,,,,,
SP|F5CPE4|Micrurus altirostris,3FTx,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,,,,,,,,
