identifier,name_infered_activity,family,genus,species,evolutionary_order,cystein_group,major_group,zhang_subfamily,zhang_toxinType,zhang_conformation,ritu_class,activity,receptor,groups,representative,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance,x_tsne,y_tsne,z_tsne
TR|A0A898INM0|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,1.7220441,-1.5751185,3.7842438,0.30541542,-0.6877739,-0.3006506,,-2.3764277,-3.4377935,-12.137296
TR|A0A898IN78|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,1.728741,-1.3703227,4.2546678,0.34444377,-0.6577381,-0.54331905,,-0.8711026,-3.2179658,-12.506558
TR|A0A898INL0|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,0.76865053,-1.5808939,2.759857,0.45994207,-0.52518237,-0.13643676,,-6.317699,-4.5320163,-10.472765
TR|A0A898IPI1|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82456255,-1.4273612,2.5012944,0.3970369,-0.5639849,-0.053404298,,-6.0338345,-4.31646,-9.841727
TR|A0A898IN37|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,0.97253466,-1.5202812,2.6369305,0.3644724,-0.5621072,-0.1456909,,-5.418198,-3.9955018,-10.804517
TR|A0A898IJX5|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,0.9088342,-1.6532459,2.576741,0.3622821,-0.5652049,-0.09859222,,-6.0179405,-3.6457734,-10.30216
TR|A0A898IL04|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,0.87849844,-1.419721,2.8387935,0.3958794,-0.54554445,-0.18024522,,-5.998735,-4.1254044,-11.050401
TR|A0A898IN07|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,0.8038676,-1.5935215,2.7922125,0.38227436,-0.5487526,-0.1524983,,-5.3919992,-4.2284427,-10.223743
TR|A0A898IPN2|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,0.93201596,-1.4874543,2.6803942,0.34438986,-0.44574958,0.027207315,,-6.5334578,-3.0950503,-11.161203
TR|A0A898IKP8|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,1.354351,-1.415479,2.730128,0.207556,-0.536507,-0.0906373,,-5.2726283,-2.9012625,-10.662003
TR|A0A898IN02|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,1.1476883,-1.5504282,2.5976746,0.2268442,-0.5102607,-0.074668474,,-5.5414186,-2.9852617,-10.820801
TR|A0A898IN50|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3850805,-1.7352668,2.9567616,0.3263875,-0.62381655,-0.3222192,,-4.358029,-2.2726965,-13.071535
TR|A0A898IL27|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,1.7622676,-1.5838437,2.803066,0.044081416,-0.45757014,-0.16194636,,-3.6769042,-1.1017416,-11.396644
TR|A0A898IKR2|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,1.8306209,-1.4431604,2.6007001,-0.1318453,-0.36968473,-0.19431633,,-3.7213082,-0.9896314,-11.394465
TR|A0A898IJZ2|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,1.9605315,-1.4835165,3.2025766,0.067598276,-0.6274361,-0.27591023,,-2.741741,-1.633839,-11.466903
TR|A0A898IPK1|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,1.6646826,-1.7848712,3.3174741,0.3236599,-0.6647935,-0.33277324,,-2.7405908,-3.3036063,-12.053849
TR|A0A898IPL1|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,2.5101209,-2.8562238,2.4709425,0.07216546,-0.3441109,-0.052374396,,-6.4726715,1.4239677,-14.983135
SP|Q2VBN1|Ophiophagus hannah,Muscarinic,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,4.484216,1.1499299,-0.026273722,0.28490973,-0.32837072,-0.111176334,,-6.3489933,-6.2655554,-4.9815297
TR|R4G2P6|Acanthophis wellsi,NA,Elapidae,Acanthophis,Acanthophis wellsi,NA,NA,NA,NA,NA,NA,class1a,NA,NA,NA,NA,1.8746736,2.0859218,2.311905,-0.04500106,-0.2692176,0.28779113,,7.187836,2.0452232,-4.1173463
TR|A0A898IMW8|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2886462,3.3384855,2.9920385,-0.28998232,-0.14773582,0.14493011,,6.1853075,5.4259067,1.7997046
TR|A0A898IJU7|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9445367,3.6998565,2.9349954,-0.59614426,-0.1618934,0.06295327,,5.065757,5.538269,2.08084
TR|A0A898IN20|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4813206,3.6046958,3.0330122,-0.459133,-0.095720135,0.116674945,,5.9974055,5.4514623,1.8548509
TR|A0A898IMX4|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4186664,2.1858587,-0.3406235,-0.051858723,-0.44197944,-0.10359097,,-11.919963,-7.33216,-1.7937253
TR|R4FI70|Acanthophis wellsi,NA,Elapidae,Acanthophis,Acanthophis wellsi,NA,NA,NA,NA,NA,NA,class2d,NA,NA,NA,NA,1.9003781,4.5037527,3.5813243,-0.50830203,0.0815493,0.14033681,,12.282051,7.306187,2.2568593
TR|R4G2D8|Acanthophis wellsi,NA,Elapidae,Acanthophis,Acanthophis wellsi,NA,NA,NA,NA,NA,NA,class3a,NA,NA,NA,NA,1.7148861,4.7164693,3.532713,-0.58775795,0.11379547,0.27438113,,13.040457,6.745479,2.875587
TR|A0A0H4BKJ5|Micrurus diastema,NA,Elapidae,Micrurus,Micrurus diastema,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,2.0203197,-0.1407288,4.993853,-0.084867746,-0.41274694,-0.4157155,,2.9513767,-3.572311,-9.202214
SP|P58370|Micrurus corallinus,Alpha-neurotoxin,Elapidae,Micrurus,Micrurus corallinus,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,5.380253,1.9986175,-0.020523427,0.34934816,-0.15739794,-0.21161194,,-4.4726014,-5.0139356,0.88237953
TR|A0A898IL54|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9419806,-1.9757596,2.9063728,0.20766278,-0.57682633,0.03074748,,-0.72989506,7.750642,-7.3588514
TR|A0A898IK11|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3194,-1.784771,2.8473918,0.17752878,-0.56113535,0.12354035,,-0.6351937,7.7272573,-7.379456
TR|R4G2G6|Furina ornata,NA,Elapidae,Furina,Furina ornata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.526352,-2.2819126,2.296167,0.079056695,-0.40378502,0.05975929,,-4.9006968,1.2397112,-8.748619
SP|P14612|Pseudechis australis,Long neurotoxin,Elapidae,Pseudechis,Pseudechis australis,5.0,Long-chain,3FTx,NA,NA,NA,class1b,NA,NA,NA,NA,1.134694,3.489756,3.4310567,0.016932731,-0.106706165,0.3981648,,11.68255,4.5816426,-2.1713214
SP|C6JUP3|Micrurus corallinus,3FTx,Elapidae,Micrurus,Micrurus corallinus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,3.4576724,-1.5991969,2.5194452,-0.1640145,-0.25410554,0.24257258,,1.5757682,7.0452867,-7.7871585
TR|C6JUP4|Micrurus corallinus,NA,Elapidae,Micrurus,Micrurus corallinus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,1.8358294,-2.303676,1.9656719,0.19501643,-0.37213397,0.0875613,,-8.387921,1.386568,-8.953922
TR|A0A0H4BJD1|Micrurus laticollaris,NA,Elapidae,Micrurus,Micrurus laticollaris,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,2.7139854,2.709202,-2.8294303,0.48122212,-0.34131274,-0.02686528,,5.6873612,-7.5345387,-1.2338796
TR|R4G319|Pseudonaja modesta,NA,Elapidae,Pseudonaja,Pseudonaja modesta,NA,NA,NA,NA,NA,NA,class1a,NA,NA,NA,NA,1.3617669,2.5723848,2.0646012,0.18217124,-0.26482692,0.34714118,,8.491323,0.47474292,-3.173656
TR|R4FK75|Pseudonaja modesta,NA,Elapidae,Pseudonaja,Pseudonaja modesta,NA,NA,NA,NA,NA,NA,class1b,NA,NA,NA,NA,2.4157016,2.6469638,2.6382613,-0.24479039,-0.27052552,0.33597544,,6.489959,2.7289515,-0.87837446
SP|Q2VBP3|Ophiophagus hannah,Long neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,5.0,Long-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,1.229606,3.5525005,2.0968072,-0.036530342,-0.29336348,0.19622925,,11.906672,-0.75762594,-0.0691912
SP|Q2VBP6|Ophiophagus hannah,Long neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,5.0,Long-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,0.9966445,3.2564104,1.9416922,-0.0011159857,-0.26470125,0.21429615,,11.972709,-0.7812914,-0.06525088
SP|Q53B57|Ophiophagus hannah,Long neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,5.0,Long-chain,3FTx,NA,NA,NA,class2c,NA,NA,NA,NA,1.2907795,3.3663278,2.5389194,-0.049909275,-0.2954293,0.36062393,,11.69241,1.1288978,-0.6729974
TR|A0A898INM6|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,1.8125705,-3.0833018,2.7120485,0.2582216,-0.2751228,0.23863845,,-7.168289,0.25826186,-15.268302
TR|A0A898IKT9|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3028,-2.1756504,2.8833625,0.09524438,-0.5134055,0.08098079,,-0.9249841,7.8121634,-7.2861304
TR|D5J9Q3|Bungarus flaviceps,NA,Elapidae,Bungarus,Bungarus flaviceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.000248,5.086712,2.4380877,-1.0352533,0.015421815,-0.0649589,,3.6601942,8.201066,5.6345253
None|Bmul_scaffold9_G00036_t1|Bungarus multicinctus,NA,Elapidae,Bungarus,Bungarus multicinctus,NA,NA,3FTX,Orphan XVII,neurotoxin,non-conventional,NA,NA,NA,NA,NA,3.6866486,4.869066,2.4829636,-0.8641208,-0.03778016,-0.00044702998,,3.6529343,8.206205,5.619199
SP|O93422|Naja atra,Long neurotoxin,Elapidae,Naja,Naja atra,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,5.534208,1.8747692,-1.1914716,0.26913553,-0.25456116,-0.4968685,,-3.8283238,-8.958915,-0.49782553
TR|R4G352|Vermicella annulata,NA,Elapidae,Vermicella,Vermicella annulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9957243,4.1836777,3.0181363,-0.15174654,-0.1490365,0.17921883,,13.474125,4.2799573,0.8210643
SP|B2BRQ5|Austrelaps labialis,Alpha-elapitoxin,Elapidae,Austrelaps,Austrelaps labialis,5.0,Long-chain,3FTx,NA,NA,NA,class2c,NA,NA,NA,NA,1.401806,4.7664304,3.2548316,-0.38089937,0.008189603,0.2304104,,13.345806,5.2952533,2.4052267
TR|F5CPD2|Micrurus altirostris,NA,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,5.221943,-4.2185864,0.274321,0.06777621,-0.41293773,0.041818015,,-10.951902,2.5633361,-3.5580604
SP|F5CPD9|Micrurus altirostris,3FTx,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,5.62568,-4.753149,0.36429375,0.014612078,-0.47143236,0.28549823,,-12.417357,2.9142075,-3.446092
SP|F5CPD6|Micrurus altirostris,3FTx,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,5.41661,-4.435583,0.24933237,-0.019514259,-0.4239529,0.21028121,,-12.169559,2.8229911,-3.410813
SP|F5CPE4|Micrurus altirostris,3FTx,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,5.4334455,-4.8328714,0.35119212,0.031557113,-0.39697662,0.23430967,,-13.296856,3.3483052,-4.3437333
SP|F5CPD7|Micrurus altirostris,3FTx,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,5.376078,-4.7381024,0.13457932,-0.08425154,-0.39851883,0.22016174,,-13.392652,3.381935,-4.4315543
TR|F5CPE1|Micrurus altirostris,NA,Elapidae,Micrurus,Micrurus altirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8958693,-4.1414537,0.34788457,-0.0847727,-0.5285863,0.1950443,,-10.415313,3.8521087,-3.2839031
TR|A0A0H4IVP7|Micrurus browni,NA,Elapidae,Micrurus,Micrurus browni,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,4.9432864,-5.4822884,0.24428268,0.01814728,-0.3550298,0.48617956,,-11.929512,6.557413,-4.0603228
TR|A0A194ASE0|Micrurus tener,NA,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,5.0699134,-5.5478873,0.29350588,0.08178177,-0.40548992,0.511307,,-12.879638,7.024844,-3.7424686
TR|A0A0G3YJD1|Micrurus diastema,NA,Elapidae,Micrurus,Micrurus diastema,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,4.966493,-5.6245093,0.24445185,0.09990085,-0.3616804,0.49740368,,-13.013211,6.905913,-3.9641352
TR|A0A194ATB0|Micrurus tener,NA,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,5.0861397,-5.6118064,0.24025814,0.11960489,-0.39088798,0.492016,,-13.055007,6.868034,-3.908653
TR|F5CPE7|Micrurus altirostris,NA,Elapidae,Micrurus,Micrurus altirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.768331,-5.344226,0.39662567,-0.1000837,-0.4314609,0.4549506,,-12.355783,8.027044,-5.752341
SP|F5CPD8|Micrurus altirostris,3FTx,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,5.01611,-5.5788846,0.45175758,0.00017456738,-0.3488176,0.44347045,,-12.704964,7.710677,-5.20793
TR|A0A0H4J512|Micrurus browni,NA,Elapidae,Micrurus,Micrurus browni,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,4.5794044,-4.6921487,0.34799263,-0.09270859,-0.5197411,0.24736622,,-10.794057,6.059642,-4.112791
SP|K9MCH1|Micrurus laticollaris,3FTx,Elapidae,Micrurus,Micrurus laticollaris,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,4.8690705,-5.552905,0.51509637,-0.10962874,-0.3903193,0.5349938,,-13.265387,8.13719,-4.1063476
SP|A6MFK4|Demansia vestigiata,Long neurotoxin,Elapidae,Demansia,Demansia vestigiata,5.0,Long-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,2.149807,2.6793785,2.7522314,-0.29860443,-0.16691042,0.39794764,,8.017749,2.0968387,-0.30034631
SP|A6MFK5|Demansia vestigiata,Long neurotoxin,Elapidae,Demansia,Demansia vestigiata,6.0,Weird,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,1.9573045,2.900548,2.5184245,-0.28715292,-0.14307187,0.35506207,,8.026221,2.0744503,-0.26952207
TR|A0A0G3YLL2|Micrurus laticollaris,NA,Elapidae,Micrurus,Micrurus laticollaris,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,4.027575,-4.5542736,0.67231405,-0.37010258,-0.43983647,0.24757941,,-8.604742,7.871812,-6.167837
SP|Q9PUB7|Micrurus corallinus,Alpha-neurotoxin,Elapidae,Micrurus,Micrurus corallinus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,4.2580185,-4.9398594,0.49174318,-0.20769557,-0.45216236,0.36394802,,-9.158536,8.131964,-6.0952797
SP|Q9PRI1|Micrurus corallinus,Alpha-neurotoxin,Elapidae,Micrurus,Micrurus corallinus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,4.3775496,-5.0338416,0.5475585,-0.19354743,-0.42497098,0.39858896,,-9.292994,8.191397,-6.077077
TR|A0A0H4IUP1|Micrurus tener,NA,Elapidae,Micrurus,Micrurus tener,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,3.3801174,2.081207,-0.9818747,0.056293763,-0.5357659,-0.10304324,,-11.586424,-8.446521,-0.81891245
TR|D5J9P4|Bungarus flaviceps,NA,Elapidae,Bungarus,Bungarus flaviceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6782038,2.2041147,-0.76958305,0.19143361,-0.5942199,-0.11944795,,-10.81535,-7.9304805,-2.2787633
TR|R4FIZ6|Vermicella annulata,NA,Elapidae,Vermicella,Vermicella annulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7133166,2.6914115,2.2239015,-0.077921964,-0.36270657,0.32031667,,8.243422,1.4121462,-2.070068
TR|B2BRQ7|Austrelaps labialis,NA,Elapidae,Austrelaps,Austrelaps labialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6145618,4.167931,2.9546468,-0.21782957,-0.07293089,0.088416964,,12.428607,2.7617288,2.298286
SP|F8J2D7|Drysdalia coronoides,Long neurotoxin,Elapidae,Drysdalia,Drysdalia coronoides,5.0,Long-chain,3FTx,NA,NA,NA,class3c,NA,NA,NA,NA,2.2628188,5.3143787,3.4467547,-0.72798055,0.14982934,0.2881378,,11.447975,8.120163,5.252456
SP|F8J2B3|Drysdalia coronoides,Long neurotoxin,Elapidae,Drysdalia,Drysdalia coronoides,5.0,Long-chain,3FTx,NA,NA,NA,class3c,NA,NA,NA,NA,2.6055024,5.399176,3.529246,-0.72911954,0.12641482,0.31829578,,10.9973955,8.060292,5.1350045
TR|F8J2E9|Drysdalia coronoides,NA,Elapidae,Drysdalia,Drysdalia coronoides,NA,NA,NA,NA,NA,NA,class3c,NA,NA,NA,NA,2.700493,5.269351,3.3686953,-0.76980627,0.11242565,0.33259553,,10.619053,8.111974,5.7187343
TR|F8J2D9|Drysdalia coronoides,NA,Elapidae,Drysdalia,Drysdalia coronoides,NA,NA,NA,NA,NA,NA,class3c,NA,NA,NA,NA,2.432746,5.1941433,3.5641034,-0.72390556,0.10729075,0.33675835,,11.217199,7.934762,5.6787786
TR|F8J2D6|Drysdalia coronoides,NA,Elapidae,Drysdalia,Drysdalia coronoides,NA,NA,NA,NA,NA,NA,class3c,NA,NA,NA,NA,2.5820694,5.448467,3.3367286,-0.88384736,0.15299426,0.3961142,,10.872908,8.79534,5.453636
SP|A8S6B0|Austrelaps superbus,Alpha-elapitoxin,Elapidae,Austrelaps,Austrelaps superbus,5.0,Long-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,1.4947256,4.132526,3.628238,-0.24165069,-0.08619389,0.40142804,,11.846859,4.9743915,0.5945766
TR|R4G2F6|Denisonia devisi,NA,Elapidae,Denisonia,Denisonia devisi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9566413,3.3760633,3.1839817,-0.28627542,0.0058167083,0.34492993,,9.881704,5.6167474,0.5923108
TR|R4G2T5|Denisonia devisi,NA,Elapidae,Denisonia,Denisonia devisi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9666864,3.515783,3.5028362,-0.332917,0.0043549347,0.378228,,9.659583,5.5802736,0.52465844
TR|R4G2Q9|Brachyurophis roperi,NA,Elapidae,Brachyurophis,Brachyurophis roperi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9626942,4.9846416,3.1539416,-0.36113054,0.017895114,0.26290378,,12.159617,5.6343045,4.270853
TR|R4G2E5|Brachyurophis roperi,NA,Elapidae,Brachyurophis,Brachyurophis roperi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4114858,3.9130611,2.6484544,-0.05369441,-0.30264607,0.096105546,,13.003647,4.7981195,-4.8231463
TR|R4G7F4|Brachyurophis roperi,NA,Elapidae,Brachyurophis,Brachyurophis roperi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3296652,3.8496542,2.562752,-0.079448484,-0.3207816,0.11021104,,13.006732,4.796511,-4.8303723
TR|R4G2U8|Echiopsis curta,NA,Hydrophiidae,Echiopsis,Echiopsis curta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8218548,4.3127966,3.3552592,-0.10075649,-0.09736084,0.2571823,,13.957151,4.963339,-0.02350137
TR|R4FK93|Pseudonaja modesta,NA,Elapidae,Pseudonaja,Pseudonaja modesta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2294725,3.6979084,2.8835874,-0.05779199,0.002168836,0.14839177,,12.926491,-2.1660516,-2.8445385
SP|A8HDK6|Pseudonaja textilis,Long neurotoxin,Elapidae,Pseudonaja,Pseudonaja textilis,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,1.2870753,3.6935368,2.7883615,-0.053498596,-0.11633173,0.07016241,,12.918953,-2.171263,-2.8332465
TR|H8PG68|Parasuta nigriceps,NA,Elapidae,Parasuta,Parasuta nigriceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0565906,5.169031,3.120668,-0.58087814,0.048077248,0.32610506,,11.084195,6.310983,3.6995265
TR|F8J2E7|Drysdalia coronoides,NA,Elapidae,Drysdalia,Drysdalia coronoides,NA,NA,NA,NA,NA,NA,class2a,NA,NA,NA,NA,0.73596853,4.0339684,3.524287,-0.19159587,-0.15757431,0.27336463,,13.169588,6.313324,-1.0892385
TR|F8J2D8|Drysdalia coronoides,NA,Elapidae,Drysdalia,Drysdalia coronoides,NA,NA,NA,NA,NA,NA,class2a,NA,NA,NA,NA,1.0266862,3.9367766,3.7844915,-0.34561932,-0.14728731,0.32403746,,12.701539,7.2281203,-1.3999465
SP|F8J2E5|Drysdalia coronoides,Long neurotoxin,Elapidae,Drysdalia,Drysdalia coronoides,5.0,Long-chain,3FTx,NA,NA,NA,class2a,NA,NA,NA,NA,0.97106814,3.9199133,3.7195418,-0.14569893,-0.17288151,0.2582246,,12.837938,6.4781303,-1.3681239
SP|F8J2E2|Drysdalia coronoides,Long neurotoxin,Elapidae,Drysdalia,Drysdalia coronoides,5.0,Long-chain,3FTx,NA,NA,NA,class2a,NA,NA,NA,NA,0.9232105,3.990574,3.2613263,-0.04135271,-0.13050002,0.37109923,,12.98704,4.351466,-0.2244167
SP|P01384|Notechis scutatus scutatus,Alpha-elapitoxin,Elapidae,Notechis,Notechis scutatus scutatus,5.0,Long-chain,3FTx,NA,NA,NA,class2c,NA,NA,NA,NA,1.0767212,4.4756236,3.3851678,-0.1811374,-0.13957845,0.36952144,,13.963844,5.656646,0.34541333
TR|R4FK28|Hoplocephalus bungaroides,NA,Elapidae,Hoplocephalus,Hoplocephalus bungaroides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1631036,4.0839105,3.3680365,-0.16315679,-0.089678824,0.32203516,,13.035228,4.5970993,0.27758092
TR|F8J2F0|Drysdalia coronoides,NA,Elapidae,Drysdalia,Drysdalia coronoides,NA,NA,NA,NA,NA,NA,class2a,NA,NA,NA,NA,1.1660374,3.871671,3.5716367,-0.06288324,-0.0487721,0.38451207,,12.691919,4.7554283,-0.7120741
SP|F8J2E1|Drysdalia coronoides,Long neurotoxin,Elapidae,Drysdalia,Drysdalia coronoides,5.0,Long-chain,3FTx,NA,NA,NA,class2a,NA,NA,NA,NA,1.0791037,4.053585,3.4715364,-0.17334287,-0.11239561,0.31498173,,12.699058,5.3938737,-0.7433002
TR|R4G2F2|Cacophis squamulosus,NA,Elapidae,Cacophis,Cacophis squamulosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2331129,4.23588,3.4639049,-0.41101736,-0.16848475,0.123165295,,14.167733,7.490055,0.19447023
TR|R4FKG3|Vermicella annulata,NA,Elapidae,Vermicella,Vermicella annulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2171954,4.692457,3.4151905,-0.4099798,0.023717774,0.2493052,,14.557698,6.075519,1.4508657
TR|R4G2H7|Hemiaspis signata,NA,Elapidae,Hemiaspis,Hemiaspis signata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8190408,5.0614424,3.3618042,-0.61744696,0.17293563,0.40201598,,9.53512,6.9686756,4.624449
SP|B2BRQ6|Austrelaps labialis,Alpha-elapitoxin,Elapidae,Austrelaps,Austrelaps labialis,5.0,Long-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,2.3175302,5.329638,3.3228211,-0.5968696,0.08235422,0.21613401,,11.804072,6.8279157,5.338777
TR|R4FJX3|Hemiaspis signata,NA,Elapidae,Hemiaspis,Hemiaspis signata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8776343,5.156873,3.1033158,-0.70221967,0.13746843,0.38154307,,9.838022,6.8969283,4.761543
