identifier,name_infered_activity,family,genus,species,evolutionary_order,cystein_group,major_group,zhang_subfamily,zhang_toxinType,zhang_conformation,ritu_class,activity,receptor,groups,representative,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance,x_tsne,y_tsne,z_tsne
TR|A0A098LYG6|Pantherophis guttatus,NA,Colubridae,Pantherophis,Pantherophis guttatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.990318,6.132394,7.658237,-0.40785626,-0.030664297,0.032361057,,3.3474321,-0.7266903,2.1145499
NCBI|HELLE_OL366263.1_1_237|Helicops leopardinus,NA,Dipsadidae,Helicops,Helicops leopardinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5632896,5.6604652,8.450472,-0.47017893,0.08272424,0.15778393,,-1.3994411,1.2437755,1.4175295
TR|A0A098LYB1|Opheodrys aestivus,NA,Colubridae,Opheodrys,Opheodrys aestivus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.660383,7.68458,7.183024,0.45237035,-0.1591938,0.17888124,,9.752363,3.1156926,1.6536638
TR|A0A6P9C806|Pantherophis guttatus,NA,Colubridae,Pantherophis,Pantherophis guttatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.955255,3.7478793,8.95191,-2.2837381,1.9013494,-0.5658457,,-0.70845664,-6.822317,-11.992536
TR|A0A098LY55|Python regius,NA,Pythonidae,Python,Python regius,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,6.6197453,7.7317424,7.088983,0.49893528,-0.11297657,0.25242308,,9.781369,3.1330264,1.6584187
NCBI|Boiga_trigonata_GGUG01000004|Boiga trigonata,NA,Colubridae,Boiga,Boiga trigonata,6.0,Weird,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,8.101178,5.427496,8.574251,-0.5296592,0.13942778,-0.20406368,,1.3307765,-0.67893547,-5.1073937
NCBI|HELLE_OL366257.1_1_237|Helicops leopardinus,NA,Dipsadidae,Helicops,Helicops leopardinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.64513,6.024804,8.51067,-0.306815,-0.051313806,-0.12288015,,0.044567794,-1.0416844,3.0834463
TR|A0A182C5S7|Phalotris mertensi,NA,Dipsadidae,Phalotris,Phalotris mertensi,6.0,Weird,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,7.151087,5.524756,8.5475,-0.25955588,-0.08384225,0.1323529,,-0.13206519,-1.9360598,-0.8114083
TR|A0A098M253|Hypsiglena sp. JMG-2014,NA,Dipsadidae,Hypsiglena,Hypsiglena sp. JMG-2014,6.0,Weird,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,7.462619,5.9238734,8.707187,-0.119921565,-0.069370896,-0.057970706,,2.9466693,-1.815385,-1.4333429
NCBI|HETNA_OL366266.1_1_249|Heterodon nasicus,NA,Dipsadidae,Heterodon,Heterodon nasicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9739776,6.2621264,8.446814,-0.32033563,-0.0719592,-0.23747696,,2.9568403,-4.276558,-2.1483111
NCBI|HELLE_OL366260.1_1_243|Helicops leopardinus,NA,Dipsadidae,Helicops,Helicops leopardinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.704143,5.670013,8.354548,-0.49332932,0.07084751,-0.023244234,,-1.8908252,-1.74736,1.2063214
TR|A0A182C5Y1|Phalotris mertensi,NA,Dipsadidae,Phalotris,Phalotris mertensi,6.0,Weird,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,8.048108,5.494297,8.4660425,-0.5172073,0.012935323,-0.13288791,,-0.4284502,-2.346272,-2.7365959
TR|A0A098LYI5|Pantherophis guttatus,NA,Colubridae,Pantherophis,Pantherophis guttatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.830973,6.042544,8.975676,-0.3771615,-0.012069024,-0.0033464844,,3.3594208,-3.8636284,-4.2881045
NCBI|HELLE_OL366256.1_49_246|Helicops leopardinus,NA,Dipsadidae,Helicops,Helicops leopardinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8575516,5.6238704,8.337675,-0.5312098,0.10002684,-0.007216394,,-0.26128545,-0.45227277,-2.2269037
SP|Q9YGH9|Bungarus multicinctus,Long neurotoxin,Elapidae,Bungarus,Bungarus multicinctus,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,7.221075,6.2071257,6.76723,-0.04643608,0.0019741552,-0.005763776,,5.187629,7.0329347,1.9286876
SP|A7X3R6|Leioheterodon madagascariensis,3FTx,Lamprophiidae,Leioheterodon,Leioheterodon madagascariensis,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,6.8675423,7.3031125,6.672852,0.084303476,-0.074971505,-0.079383545,,6.2507358,4.079226,5.8031716
TR|A0A098LY61|Python regius,NA,Pythonidae,Python,Python regius,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,7.7346272,5.7396455,8.532121,-0.27741945,-0.16466355,-0.24270535,,2.0744052,-0.87373257,-3.4538474
TR|A0A898IPF7|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,10.186375,9.965957,8.546286,-0.0449939,-0.11692832,0.21948975,,-17.051493,0.3632275,8.178804
SP|Q9W717|Naja atra,Neurotoxin,Elapidae,Naja,Naja atra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4153748,6.8238316,5.723128,-0.003348343,-0.24245809,-0.16411036,,5.7959957,2.7862098,10.12702
SP|Q9W729|Bungarus multicinctus,Kappa,Elapidae,Bungarus,Bungarus multicinctus,5.0,Long-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,9.242048,4.5836673,7.6846232,-0.67295617,0.42238513,0.051648527,,-2.0433323,1.7644231,-9.029493
SP|P15817|Bungarus multicinctus,Kappa,Elapidae,Bungarus,Bungarus multicinctus,5.0,Long-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,9.120245,4.643837,7.3251743,-0.5973371,0.1477421,0.21199031,,-1.7434103,4.0553083,-7.5737934
SP|Q5UFR8|Hydrophis peronii,Short neurotoxin,Hydrophiidae,Hydrophis,Hydrophis peronii,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,7.655758,4.3973885,13.201044,-0.54914635,0.038748093,1.0316545,,-18.958519,2.9784303,-12.825466
SP|Q2VBP0|Ophiophagus hannah,Short neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,9.779115,7.5475497,8.768374,-0.4609882,-0.24244669,-0.05373953,,-8.645309,-5.4953423,2.1632295
SP|Q2VBP2|Ophiophagus hannah,Short neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,9.888917,7.41732,8.783389,-0.5383448,-0.15250543,0.0020093226,,-8.649429,-5.058523,1.9238259
SP|Q2VBN9|Ophiophagus hannah,Short neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,9.795847,7.69332,8.78252,-0.45229897,-0.24169686,-0.0310004,,-8.706163,-5.5646796,2.2161887
TR|A0A898IN21|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,10.719475,9.162927,7.827436,-0.30202386,-0.37637177,-0.10206875,,-2.90102,-4.6004395,9.596386
TR|A0A898INK0|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.163835,3.3986905,7.1562667,-0.42486918,0.054174703,-0.12512235,,5.392614,7.9375877,-10.080956
TR|A0A898IPK7|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,11.507723,9.559702,7.719875,-0.1479007,-0.5705011,-0.29568768,,-1.3834032,-4.7550282,13.284385
TR|R4FIQ0|Hoplocephalus bungaroides,NA,Elapidae,Hoplocephalus,Hoplocephalus bungaroides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7991447,2.525614,6.5436416,-0.31901208,0.2484561,0.11785147,,2.055626,13.96173,-7.7208247
SP|Q91135|Naja atra,Cytotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,14.689417,9.917219,5.9322515,0.4164189,-0.8791087,-0.3295891,,-0.5820816,6.310798,23.408215
NCBI|Boiga_trigonata_GGUG01000002|Boiga trigonata,NA,Colubridae,Boiga,Boiga trigonata,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,12.461815,1.2132016,6.816329,-0.11714471,0.45429352,-0.56626964,,6.6929646,-18.787283,-1.6518414
NCBI|Boiga_trigonata_GGUG01000001|Boiga trigonata,NA,Colubridae,Boiga,Boiga trigonata,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,12.146661,2.4667623,6.501035,-0.10289175,0.12570669,-0.43260577,,5.5191574,-14.278238,2.869849
NCBI|BOITR_GGUG01000007.1_1_330|Boiga trigonata,NA,Colubridae,Boiga,Boiga trigonata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.865826,1.9337038,8.592731,-0.38515547,0.83140796,-0.3787673,,4.7344737,-13.855149,-7.917137
NCBI|Boiga_trigonata_GGUG01000007|Boiga trigonata,NA,Colubridae,Boiga,Boiga trigonata,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,13.078107,1.9512776,7.3325367,-0.085162684,0.38169295,-0.3343467,,10.114023,-17.563131,-3.0848744
TR|R4G2G9|Furina ornata,NA,Elapidae,Furina,Furina ornata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9708486,2.4838817,7.5165434,-0.5199578,0.37317804,-0.040903073,,3.571151,13.111255,-11.949986
TR|R4G7F3|Brachyurophis roperi,NA,Elapidae,Brachyurophis,Brachyurophis roperi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.960868,7.972805,8.376395,-0.17393541,-0.36831155,-0.096054174,,-7.494376,-4.9804916,5.6959224
SP|Q9W727|Bungarus multicinctus,Muscarinic,Elapidae,Bungarus,Bungarus multicinctus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,8.810707,7.344918,5.9178486,-0.12539487,-0.098208636,0.0002438662,,3.774402,-4.978007,5.979993
TR|A0A898IL68|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,11.785273,9.134404,7.701387,-0.17010443,-0.6118814,-0.60939616,,-3.6425526,-6.9209385,15.553516
TR|A0A898IKZ4|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,12.305887,9.683891,7.541343,0.04528444,-0.68718565,-0.48504877,,-3.6473875,-6.9139404,15.58596
SP|P18329|Dendroaspis angusticeps,3FTx,Elapidae,Dendroaspis,Dendroaspis angusticeps,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,8.954521,6.720256,11.434772,-0.11343882,-0.60013014,0.16555548,,-10.4002,-0.83751,-0.27165022
SP|P01404|Dendroaspis angusticeps,3FTx,Elapidae,Dendroaspis,Dendroaspis angusticeps,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,8.951639,6.849555,11.6943035,-0.34325945,-0.42922032,0.39093286,,-10.416341,-0.46347374,-2.2478971
SP|P0DKR6|Dendroaspis polylepis polylepis,Mambalgin,Elapidae,Dendroaspis,Dendroaspis polylepis polylepis,4.0,Short-chain,3FTx,NA,NA,NA,NA,Allosteric modulator,Acid-sensing ion channel (ASIC),2.0,True,9.516357,7.780649,8.624333,-0.42602143,-0.3124496,-0.10686766,,-5.9466896,-6.5432987,2.6473856
TR|F5CPE5|Micrurus altirostris,NA,Elapidae,Micrurus,Micrurus altirostris,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,6.6420197,7.303967,6.2479725,-0.07353307,-0.21383314,0.027967473,,7.851212,5.186198,6.0427613
SP|O57326|Naja sputatrix,Alpha-neurotoxin,Elapidae,Naja,Naja sputatrix,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,7.932286,6.8099384,14.189646,-0.14498216,-0.08516104,0.85184884,,-21.830175,0.6987922,-4.273233
SP|Q9YGJ6|Naja sputatrix,Alpha-neurotoxin,Elapidae,Naja,Naja sputatrix,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,7.7698793,6.8723173,13.977988,-0.093217246,-0.10684367,0.8685124,,-21.141747,0.6493928,-4.0795555
SP|O57327|Naja sputatrix,Alpha-neurotoxin,Elapidae,Naja,Naja sputatrix,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,8.076287,6.9170876,14.163124,-0.1466993,-0.11519859,0.8614525,,-21.217646,0.82734007,-2.743392
SP|Q9YGJ5|Naja sputatrix,Alpha-neurotoxin,Elapidae,Naja,Naja sputatrix,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,7.938578,6.70343,14.10187,-0.07842408,-0.1215248,0.8981233,,-21.345625,0.6761025,-3.4368775
None|Nana_c3_dn_1|Naja naja,NA,Elapidae,Naja,Naja naja,4.0,snake genomic,snake genomic,NA,NA,NA,NA,NA,NA,NA,NA,7.902683,7.2578316,13.138472,-0.14095233,-0.12139354,0.91415423,,-17.458723,1.9843295,-4.482277
None|Nana_c3_dn_4|Naja naja,NA,Elapidae,Naja,Naja naja,4.0,snake genomic,snake genomic,NA,NA,NA,NA,NA,NA,NA,NA,7.9657817,6.916769,14.584699,-0.15943493,-0.037058838,1.0297077,,-22.927706,-1.2440736,-4.2248654
SP|P80958|Naja atra,Cobrotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,7.66106,7.0388956,13.252239,-0.1287579,-0.13545886,0.9465243,,-18.648733,2.4866657,-4.7806554
SP|P60770|Naja atra,Cobrotoxin,Elapidae,Naja,Naja atra,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,Nicotinic ACh receptor (nAChR),4.0,False,8.135508,6.8638825,14.474418,-0.086179264,-0.10981066,0.9718008,,-22.374296,-0.20231992,-3.3950984
SP|P60771|Naja kaouthia,Cobrotoxin,Elapidae,Naja,Naja kaouthia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.10938,6.7767005,14.583959,-0.086179264,-0.10981066,0.9718008,,-22.374296,-0.20231992,-3.3950984
None|Nana_c3_dn_3|Naja naja,NA,Elapidae,Naja,Naja naja,3.0,snake genomic,snake genomic,NA,NA,NA,NA,NA,NA,NA,NA,6.5573277,9.035589,5.7563267,0.25954592,-0.50997794,-0.24540925,,12.69973,1.723161,10.414308
None|Cvir_PDHV02000066_1_88429_90401|Crotalus viridis,NA,Viperidae,Crotalus,Crotalus viridis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.83865,7.915436,5.886405,0.12396964,-0.093330316,-0.02059309,,9.544005,1.6030467,6.5127373
NCBI|CROTI_XM_039332036.1_300_557|Crotalus tigris,NA,Viperidae,Crotalus,Crotalus tigris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2145987,7.7762976,5.9837847,0.17623556,0.05606486,-0.031677123,,9.5742655,1.5031399,6.4989076
TR|R4G2S0|Cacophis squamulosus,NA,Elapidae,Cacophis,Cacophis squamulosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5939665,7.7856584,8.15738,-0.31623474,-0.16868156,-0.006957428,,-9.756262,-7.7880692,7.559647
TR|R4FIB4|Cacophis squamulosus,NA,Elapidae,Cacophis,Cacophis squamulosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.724419,7.4261866,8.469826,-0.4486525,-0.016427802,0.06481241,,-9.951005,-8.184419,7.275669
None|Bmul_scaffold6_G00174_t1|Bungarus multicinctus,NA,Elapidae,Bungarus,Bungarus multicinctus,NA,NA,3FTX,Orphan II,neurotoxin,non-conventional,NA,NA,NA,NA,NA,6.1253686,8.108963,5.5842366,0.43933794,-0.20828193,0.17691569,,12.215204,3.3415933,6.3071413
TR|B2BRR2|Austrelaps labialis,NA,Elapidae,Austrelaps,Austrelaps labialis,NA,NA,NA,NA,NA,NA,class1a,NA,NA,NA,NA,8.597465,2.9451354,5.8033814,-0.31259868,0.11835935,0.12194896,,1.0158225,11.014828,-4.2792554
TR|A0A898INL5|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.400054,8.296415,8.494498,-0.09847544,-0.38298175,-0.039047576,,-5.079377,-5.322459,6.0375705
None|Nana_c3_dn_12|Naja naja,NA,Elapidae,Naja,Naja naja,4.0,snake genomic,snake genomic,NA,NA,NA,NA,NA,NA,NA,NA,9.078193,4.1101856,8.514871,-0.98859257,0.17038637,-0.41828385,,-3.1770003,-2.608506,-9.157672
SP|O42257|Naja sputatrix,Long neurotoxin,Elapidae,Naja,Naja sputatrix,5.0,Long-chain,3FTx,NA,NA,NA,class2c,NA,NA,NA,NA,6.962863,2.8151603,7.3749547,-0.3048984,0.23442031,0.32047758,,-2.2753298,15.351074,-7.442223
SP|O93472|Naja sputatrix,Cytotoxin,Elapidae,Naja,Naja sputatrix,6.0,Weird,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,14.884947,11.672318,7.393754,0.24269994,-0.86767143,-0.34699717,,-5.081804,1.2208478,24.807442
SP|C1IC49|Walterinnesia aegyptia,3FTx,Elapidae,Walterinnesia,Walterinnesia aegyptia,3.0,Basal,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,6.301143,8.612117,5.7374663,0.3143013,-0.44213647,-0.11715564,,12.501036,5.645177,9.065808
TR|H8PG61|Parasuta nigriceps,NA,Elapidae,Parasuta,Parasuta nigriceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8076925,4.7150197,12.516686,-0.6259978,0.06095728,0.75453645,,-16.03748,2.104045,-11.93902
TR|H8PG65|Parasuta nigriceps,NA,Elapidae,Parasuta,Parasuta nigriceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8534317,5.510286,12.672154,-0.5054147,-0.08813525,0.6659288,,-17.967049,3.694869,-8.941406
TR|R4G2K1|Pseudonaja modesta,NA,Elapidae,Pseudonaja,Pseudonaja modesta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.258289,7.7029653,7.798453,-0.28879958,-0.13355765,-0.01120874,,-12.045073,-7.8949633,10.056438
TR|R4G330|Pseudonaja modesta,NA,Elapidae,Pseudonaja,Pseudonaja modesta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.406944,7.753942,7.94743,-0.28722826,-0.1552904,0.117983885,,-12.64522,-9.093105,9.643654
TR|R4FIW8|Pseudonaja modesta,NA,Elapidae,Pseudonaja,Pseudonaja modesta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.328384,7.704044,8.077016,-0.1932515,-0.1314324,0.17888236,,-13.644489,-8.303403,8.903382
TR|R4G2K2|Pseudonaja modesta,NA,Elapidae,Pseudonaja,Pseudonaja modesta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.507551,7.744805,7.963593,-0.24574466,0.04215721,0.050280336,,-13.69573,-7.853209,8.152317
TR|R4G2J9|Pseudonaja modesta,NA,Elapidae,Pseudonaja,Pseudonaja modesta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.177826,7.926365,7.7993364,-0.28735775,-0.07242572,0.1940164,,-12.582217,-8.480877,9.689546
TR|R4FIV9|Pseudonaja modesta,NA,Elapidae,Pseudonaja,Pseudonaja modesta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.280724,7.617274,7.8564696,-0.3529142,-0.08608835,0.08253326,,-12.358293,-7.3548098,8.779992
SP|Q9W7K2|Pseudonaja textilis,Short neurotoxin,Elapidae,Pseudonaja,Pseudonaja textilis,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,11.228791,7.494073,7.6636095,-0.3543464,0.016062316,-0.076673366,,-13.002101,-6.5319743,9.232296
SP|Q9W7J9|Pseudonaja textilis,Short neurotoxin,Elapidae,Pseudonaja,Pseudonaja textilis,6.0,Weird,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,11.478818,7.6453214,7.6882443,-0.43904394,0.10336407,-0.05438795,,-13.226605,-6.3035374,9.513675
SP|A8HDK1|Pseudonaja textilis,Short neurotoxin,Elapidae,Pseudonaja,Pseudonaja textilis,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,11.381952,7.574026,7.6152635,-0.23510775,-0.03956383,0.022473497,,-12.479457,-7.0882163,9.73898
SP|Q9W7K1|Pseudonaja textilis,Short neurotoxin,Elapidae,Pseudonaja,Pseudonaja textilis,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,11.278027,7.8666754,7.8753495,-0.17495368,-0.12652119,0.095652364,,-12.596416,-6.4708133,7.832604
SP|Q9W7K0|Pseudonaja textilis,Short neurotoxin,Elapidae,Pseudonaja,Pseudonaja textilis,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,11.331601,7.897168,7.7742987,-0.15724675,-0.10643417,0.11952023,,-12.612029,-6.4692254,7.7837706
SP|Q9W7J6|Pseudonaja textilis,Short neurotoxin,Elapidae,Pseudonaja,Pseudonaja textilis,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,11.447868,7.7496834,7.6643214,-0.27639717,-0.18307982,-0.041394506,,-13.028737,-7.9359984,10.335921
SP|Q9W7J7|Pseudonaja textilis,Short neurotoxin,Elapidae,Pseudonaja,Pseudonaja textilis,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,11.387607,7.6596355,7.845749,-0.4384004,-0.05548076,0.14884602,,-12.411433,-8.130132,8.190811
TR|R4G2K6|Pseudonaja modesta,NA,Elapidae,Pseudonaja,Pseudonaja modesta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.567265,7.739505,7.955352,-0.26389477,-0.21698612,0.026300652,,-13.147846,-8.83647,7.883895
TR|R4G326|Pseudonaja modesta,NA,Elapidae,Pseudonaja,Pseudonaja modesta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.948026,7.4613357,8.382171,-0.33680147,-0.28195164,-0.12215616,,-10.519317,-11.149699,8.417879
TR|R4FKC0|Pseudonaja modesta,NA,Elapidae,Pseudonaja,Pseudonaja modesta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3652935,7.5975947,7.731136,-0.3434583,0.11595782,0.023523169,,-14.24786,-6.7432003,8.16605
TR|R4G7K5|Pseudonaja modesta,NA,Elapidae,Pseudonaja,Pseudonaja modesta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.225114,7.607507,8.126491,-0.3973535,0.02395254,0.045971856,,-14.680501,-6.5724754,7.6203394
SP|Q8AY53|Bungarus candidus,Candiduxin,Elapidae,Bungarus,Bungarus candidus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,8.789239,7.3865466,5.2923913,-0.12095597,-0.15257573,0.23644407,,6.400783,-6.8084292,5.7260222
None|Bmul_scaffold7_G00810_t1|Bungarus multicinctus,NA,Elapidae,Bungarus,Bungarus multicinctus,NA,NA,3FTX,Orphan IX,NA,short chain,NA,NA,NA,NA,NA,8.933494,7.277214,5.3387685,-0.17187989,-0.13986374,0.21691503,,5.8514166,-7.213672,5.653292
SP|P79688|Bungarus multicinctus,Cardiotoxin,Elapidae,Bungarus,Bungarus multicinctus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,9.016259,7.3922005,5.2443657,-0.14433017,-0.21359953,0.23997192,,6.7734504,-7.658417,5.295729
SP|Q800Y3|Bungarus multicinctus,Neurotoxin,Elapidae,Bungarus,Bungarus multicinctus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,8.91614,7.256515,5.2945886,-0.18586029,-0.14233519,0.22049111,,6.0692935,-7.3454456,4.9838505
SP|Q8AY52|Bungarus candidus,Candiduxin,Elapidae,Bungarus,Bungarus candidus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,8.809017,7.3999343,5.3211555,-0.08314965,-0.21263495,0.2605017,,6.421382,-6.712184,5.1458507
TR|A0A898IL83|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,10.326125,9.731147,8.137222,0.19818613,-0.2709367,0.2134803,,-14.071859,3.2471328,7.862047
SP|P0C555|Bungarus fasciatus,Neurotoxin,Elapidae,Bungarus,Bungarus fasciatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,8.258388,6.788728,13.381404,-0.08996992,-0.2926819,0.76276433,,-18.131464,0.12377461,-2.5204704
TR|A0A0H4BEG5|Micrurus browni,NA,Elapidae,Micrurus,Micrurus browni,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,4.1612816,7.457382,5.4663258,-0.28323677,-0.117623225,0.13104028,,15.727468,12.433644,4.516052
SP|F8J2G5|Drysdalia coronoides,Short neurotoxin,Elapidae,Drysdalia,Drysdalia coronoides,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,8.256906,5.568611,12.466536,-0.5832052,-0.11309498,0.698451,,-13.274019,0.84576505,-9.051905
TR|A0A898IKW1|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,10.28736,9.556669,8.247616,-0.36436835,-0.05589763,0.13486126,,-16.113249,-0.6625732,6.1976323
TR|A0A898IMZ3|Calliophis bivirgatus,NA,Elapidae,Calliophis,Calliophis bivirgatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,10.331614,10.03994,8.317624,0.09122287,-0.21653175,0.2307328,,-15.909402,1.4952011,7.4200644
SP|Q4VRI0|Oxyuranus scutellatus scutellatus,NA,Elapidae,Oxyuranus,Oxyuranus scutellatus scutellatus,4.0,Short-chain,3FTx,NA,NA,NA,NA,NA,NA,NA,NA,10.79501,7.34217,7.994053,-0.3667985,-0.015307462,-0.09076242,,-9.322227,-8.428806,10.072451
SP|Q53B59|Ophiophagus hannah,Long neurotoxin,Elapidae,Ophiophagus,Ophiophagus hannah,5.0,Long-chain,3FTx,NA,NA,NA,class2a,NA,NA,NA,NA,8.019409,2.640496,6.6698275,-0.35615554,0.15727636,0.017597388,,0.15890191,12.281002,-9.026532
SP|P82662|Ophiophagus hannah,Alpha-elapitoxin,Elapidae,Ophiophagus,Ophiophagus hannah,5.0,Long-chain,3FTx,NA,NA,NA,class2a,NA,NA,NA,NA,7.8374314,2.7014663,6.6547523,-0.32771668,0.15425836,0.012150687,,0.14195293,12.40214,-9.038018
